"name","age","position","marketvalue","otherclub","transferfee","season","club","transfertype"
"Daniël de Ridder","24","Left Wing","£1.40m","Birmingham","Free transfer",2008,"Wigan Athletic","Arrivals"
"Mido","25","Centre Forward","£2.80m","Middlesbrough","Loan",2008,"Wigan Athletic","Arrivals"
"Won-Hee Cho","25","Defensive Midfield","£1.26m","Bluewings","Free transfer",2008,"Wigan Athletic","Arrivals"
"Richard Kingson","30","Keeper","£350k","Birmingham","Free transfer",2008,"Wigan Athletic","Arrivals"
"Maynor Figueroa","25","Left-Back","£350k","Olimpia","?",2008,"Wigan Athletic","Arrivals"
"Craig Mahon","19","Left Wing","-","Wigan Athletic U19","-",2008,"Wigan Athletic","Arrivals"
"Henri Camara","31","Centre Forward","£1.40m","Stoke City","End of loan",2008,"Wigan Athletic","Arrivals"
"Lewis Montrose","20","Central Midfield","£70k","Cheltenham Town","End of loan",2008,"Wigan Athletic","Arrivals"
"Craig Mahon","19","Left Wing","-","Accrington St.","End of loan",2008,"Wigan Athletic","Arrivals"
"Marlon King","28","Centre Forward","£2.10m","Hull City","End of loan",2008,"Wigan Athletic","Arrivals"
"Luke Ashworth","18","Centre Back","-","Leyton Orient","End of loan",2008,"Wigan Athletic","Arrivals"
"Lewis Montrose","20","Central Midfield","£70k","Chesterfield FC","End of loan",2008,"Wigan Athletic","Arrivals"
"Luke Ashworth","18","Centre Back","-","Wigan Athletic U19","-",2008,"Wigan Athletic","Arrivals"
"Antoine Sibierski","34","Attacking Midfield","£1.26m","Norwich","End of loan",2008,"Wigan Athletic","Arrivals"
"Lewis Montrose","19","Central Midfield","£70k","Cheltenham Town","End of loan",2008,"Wigan Athletic","Arrivals"
"Marlon King","29","Centre Forward","£2.66m","Middlesbrough","End of loan",2008,"Wigan Athletic","Arrivals"
"Wilson Palacios","24","Defensive Midfield","£2.45m","Spurs","£10.50m",2008,"Wigan Athletic","Departures"
"Emile Heskey","31","Centre Forward","£3.50m","Aston Villa","£2.59m",2008,"Wigan Athletic","Departures"
"David Cotterill","20","Right Midfield","£1.40m","Sheffield Utd.","£1.82m",2008,"Wigan Athletic","Departures"
"Andreas Granqvist","23","Centre Back","£1.40m","FC Groningen","£700k",2008,"Wigan Athletic","Departures"
"Julius Aghahowa","26","Centre Forward","£1.05m","Kayserispor","£700k",2008,"Wigan Athletic","Departures"
"Kevin Kilbane","31","Left Midfield","£2.45m","Hull City","£385k",2008,"Wigan Athletic","Departures"
"Andy Webster","26","Centre Back","£1.05m","Rangers","£245k",2008,"Wigan Athletic","Departures"
"Ryan Taylor","24","Right-Back","£1.05m","Newcastle","Spielertausch",2008,"Wigan Athletic","Departures"
"Luke Ashworth","19","Centre Back","-","Leyton Orient","Free transfer",2008,"Wigan Athletic","Departures"
"Henri Camara","31","Centre Forward","£1.40m","Stoke City","Loan",2008,"Wigan Athletic","Departures"
"Antoine Sibierski","34","Attacking Midfield","£1.26m","Norwich","Loan",2008,"Wigan Athletic","Departures"
"Marlon King","28","Centre Forward","£2.10m","Middlesbrough","Loan",2008,"Wigan Athletic","Departures"
"Marlon King","28","Centre Forward","£2.10m","Hull City","Loan",2008,"Wigan Athletic","Departures"
"Lewis Montrose","20","Central Midfield","£70k","Chesterfield FC","Loan",2008,"Wigan Athletic","Departures"
"Lewis Montrose","19","Central Midfield","£70k","Cheltenham Town","Loan",2008,"Wigan Athletic","Departures"
"Peter Moore","19","Centre Back","£210k","Northwich Victoria","Free transfer",2008,"Wigan Athletic","Departures"
"Lewis Montrose","20","Central Midfield","£70k","Cheltenham Town","Loan",2008,"Wigan Athletic","Departures"
"Luke Ashworth","18","Centre Back","-","Leyton Orient","Loan",2008,"Wigan Athletic","Departures"
"René-Salomon Olembé","27","Left Midfield","£875k","Kayserispor","Free transfer",2008,"Wigan Athletic","Departures"
"Rachid Bouaouzan","24","Left Midfield","£315k","NEC","Loan",2008,"Wigan Athletic","Departures"
"Josip Skoko","32","Central Midfield","£1.23m","Hajduk Split","Free transfer",2008,"Wigan Athletic","Departures"
"Craig Mahon","19","Left Wing","-","Accrington St.","Loan",2008,"Wigan Athletic","Departures"
"Russell Saunders","19","Keeper","£70k","Stalybridge II","?",2008,"Wigan Athletic","Departures"
"Carlo Nash","34","Keeper","£210k","Everton","?",2008,"Wigan Athletic","Departures"
"Maynor Figueroa","25","Left-Back","£350k","Olimpia","End of loan",2008,"Wigan Athletic","Departures"
"Mido","26","Centre Forward","£2.94m","Middlesbrough","End of loan",2008,"Wigan Athletic","Departures"
"Peter Moore","19","Centre Back","£210k","Northwich Victoria","",2008,"Wigan Athletic","Departures"
"Anton Ferdinand","23","Centre Back","£2.80m","West Ham","£7.00m",2008,"Sunderland AFC","Arrivals"
"George McCartney","27","Left-Back","£2.80m","West Ham","£3.85m",2008,"Sunderland AFC","Arrivals"
"Steed Malbranque","28","Central Midfield","£6.30m","Spurs","£3.50m",2008,"Sunderland AFC","Arrivals"
"El-Hadji Diouf","27","Centre Forward","£3.15m","Bolton","£2.24m",2008,"Sunderland AFC","Arrivals"
"Pascal Chimbonda","29","Right-Back","£4.55m","Spurs","£2.24m",2008,"Sunderland AFC","Arrivals"
"Teemu Tainio","28","Central Midfield","£2.10m","Spurs","£2.10m",2008,"Sunderland AFC","Arrivals"
"Djibril Cissé","27","Centre Forward","£7.70m","Marseille","Loan fee:£1.05m",2008,"Sunderland AFC","Arrivals"
"David Healy","29","Centre Forward","£2.10m","Fulham FC","£1.05m",2008,"Sunderland AFC","Arrivals"
"David Meyler","19","Central Midfield","-","Cork City","£147k",2008,"Sunderland AFC","Arrivals"
"Nick Colgan","34","Keeper","£263k","Ipswich","Free transfer",2008,"Sunderland AFC","Arrivals"
"Calum Davenport","26","Centre Back","£490k","West Ham","Loan",2008,"Sunderland AFC","Arrivals"
"Tal Ben Haim","26","Centre Back","£2.80m","Manchester City","Loan",2008,"Sunderland AFC","Arrivals"
"Michael Chopra","25","Centre Forward","£3.15m","Cardiff","End of loan",2008,"Sunderland AFC","Arrivals"
"Roy O'Donovan","23","Centre Forward","£560k","Dundee United","End of loan",2008,"Sunderland AFC","Arrivals"
"Darren Ward","34","Keeper","£280k","Wolves","End of loan",2008,"Sunderland AFC","Arrivals"
"Jordan Henderson","18","Central Midfield","-","Sunderland U18","-",2008,"Sunderland AFC","Arrivals"
"Roy O'Donovan","23","Centre Forward","£560k","Blackpool","End of loan",2008,"Sunderland AFC","Arrivals"
"Trevor Carson","21","Keeper","£70k","Chesterfield FC","End of loan",2008,"Sunderland AFC","Arrivals"
"Ross Wallace","23","Left Midfield","£1.40m","Preston NE","End of loan",2008,"Sunderland AFC","Arrivals"
"Michael Liddle","19","Left-Back","£35k","Carlisle United","End of loan",2008,"Sunderland AFC","Arrivals"
"Jordan Cook","18","Left Wing","-","Sunderland U18","-",2008,"Sunderland AFC","Arrivals"
"Paul McShane","23","Centre Back","£2.10m","Hull City","End of loan",2008,"Sunderland AFC","Arrivals"
"Anthony Stokes","20","Centre Forward","£1.26m","Sheffield Utd.","End of loan",2008,"Sunderland AFC","Arrivals"
"Michael Chopra","25","Centre Forward","£3.15m","Cardiff","End of loan",2008,"Sunderland AFC","Arrivals"
"Michael Liddle","18","Left-Back","-","Sunderland U18","-",2008,"Sunderland AFC","Arrivals"
"Jordan Henderson","18","Central Midfield","£35k","Coventry City","End of loan",2008,"Sunderland AFC","Arrivals"
"Carlos Edwards","30","Right Midfield","£980k","Wolves","End of loan",2008,"Sunderland AFC","Arrivals"
"Greg Halford","24","Centre Back","£1.05m","Sheffield Utd.","End of loan",2008,"Sunderland AFC","Arrivals"
"Martyn Waghorn","18","Centre Forward","£35k","Sunderland U18","-",2008,"Sunderland AFC","Arrivals"
"Arnau Riera","27","Left Wing","£350k","Falkirk FC","End of loan",2008,"Sunderland AFC","Arrivals"
"Russell Anderson","30","Centre Back","£560k","Burnley FC","End of loan",2008,"Sunderland AFC","Arrivals"
"Martyn Waghorn","18","Centre Forward","£35k","Charlton","End of loan",2008,"Sunderland AFC","Arrivals"
"Anthony Stokes","20","Centre Forward","£630k","Crystal Palace","End of loan",2008,"Sunderland AFC","Arrivals"
"Nathan Luscombe","18","Left Midfield","-","Sunderland U18","-",2008,"Sunderland AFC","Arrivals"
"Pascal Chimbonda","29","Right-Back","£4.55m","Spurs","£2.24m",2008,"Sunderland AFC","Departures"
"Danny Higginbotham","29","Centre Back","£1.75m","Stoke City","£2.10m",2008,"Sunderland AFC","Departures"
"El-Hadji Diouf","28","Centre Forward","£3.15m","Blackburn","£1.54m",2008,"Sunderland AFC","Departures"
"Dickson Etuhu","26","Defensive Midfield","£1.40m","Fulham FC","£1.30m",2008,"Sunderland AFC","Departures"
"Rade Prica","28","Centre Forward","£910k","Rosenborg BK","£560k",2008,"Sunderland AFC","Departures"
"Liam Miller","27","Central Midfield","£1.40m","QPR","£70k",2008,"Sunderland AFC","Departures"
"Roy O'Donovan","23","Centre Forward","£560k","Blackpool","Loan",2008,"Sunderland AFC","Departures"
"Billy Dennehy","21","Left Midfield","£70k","Derry City","Free transfer",2008,"Sunderland AFC","Departures"
"Michael Liddle","18","Left-Back","£35k","Carlisle United","Loan",2008,"Sunderland AFC","Departures"
"Anthony Stokes","20","Centre Forward","£630k","Crystal Palace","Loan",2008,"Sunderland AFC","Departures"
"Trevor Carson","20","Keeper","£70k","Chesterfield FC","Loan",2008,"Sunderland AFC","Departures"
"Andrew Cole","36","Centre Forward","£560k","Nottm Forest","Free transfer",2008,"Sunderland AFC","Departures"
"Anthony Stokes","20","Centre Forward","£1.26m","Sheffield Utd.","Loan",2008,"Sunderland AFC","Departures"
"Ross Wallace","23","Left Midfield","£1.75m","Preston NE","Loan",2008,"Sunderland AFC","Departures"
"Jack Pelter","20","Centre Back","£70k","Western Suburbs","Free transfer",2008,"Sunderland AFC","Departures"
"Carlos Edwards","29","Right Midfield","£980k","Wolves","Loan",2008,"Sunderland AFC","Departures"
"Stephen Wright","28","Right-Back","£560k","Coventry City","Free transfer",2008,"Sunderland AFC","Departures"
"Paul McShane","22","Centre Back","£2.10m","Hull City","Loan",2008,"Sunderland AFC","Departures"
"Martyn Waghorn","18","Centre Forward","£35k","Charlton","Loan",2008,"Sunderland AFC","Departures"
"Darren Ward","34","Keeper","£280k","Wolves","Loan",2008,"Sunderland AFC","Departures"
"Russell Anderson","29","Centre Back","£595k","Burnley FC","Loan",2008,"Sunderland AFC","Departures"
"Jake Richardson","19","Central Midfield","£105k","Unknown","Free transfer",2008,"Sunderland AFC","Departures"
"Michael Chopra","24","Centre Forward","£3.15m","Cardiff","Loan",2008,"Sunderland AFC","Departures"
"Michael Chopra","25","Centre Forward","£3.15m","Cardiff","Loan",2008,"Sunderland AFC","Departures"
"Roy O'Donovan","22","Centre Forward","£560k","Dundee United","Loan",2008,"Sunderland AFC","Departures"
"Graham Kavanagh","34","Central Midfield","£420k","Carlisle United","Free transfer",2008,"Sunderland AFC","Departures"
"Jordan Henderson","18","Central Midfield","£35k","Coventry City","Loan",2008,"Sunderland AFC","Departures"
"Greg Halford","23","Centre Back","£1.26m","Sheffield Utd.","Loan",2008,"Sunderland AFC","Departures"
"Gavin Donoghue","19","Left-Back","£70k","Unknown","Free transfer",2008,"Sunderland AFC","Departures"
"Ross Wallace","23","Left Midfield","£1.40m","Preston NE","?",2008,"Sunderland AFC","Departures"
"Tal Ben Haim","27","Centre Back","£2.80m","Manchester City","End of loan",2008,"Sunderland AFC","Departures"
"Ian Harte","30","Left-Back","£1.40m","Unattached","-",2008,"Sunderland AFC","Departures"
"Stanislav Varga","35","Centre Back","£700k","End of career","-",2008,"Sunderland AFC","Departures"
"Calum Davenport","26","Centre Back","£630k","West Ham","End of loan",2008,"Sunderland AFC","Departures"
"Johan Elmander","27","Centre Forward","£7.00m","Toulouse","£8.82m",2008,"Bolton Wanderers","Arrivals"
"Fabrice Muamba","20","Central Midfield","£3.15m","Birmingham","£4.48m",2008,"Bolton Wanderers","Arrivals"
"Danny Shittu","27","Centre Back","£1.75m","Watford","£1.68m",2008,"Bolton Wanderers","Arrivals"
"Ariza Makukula","27","Centre Forward","£2.80m","Benfica","Loan fee:£560k",2008,"Bolton Wanderers","Arrivals"
"Mark Davies","20","Central Midfield","£210k","Wolves","£420k",2008,"Bolton Wanderers","Arrivals"
"Sébastien Puygrenier","26","Centre Back","£5.04m","Zenit S-Pb","Loan fee:£350k",2008,"Bolton Wanderers","Arrivals"
"Riga Mustapha","26","Right Wing","£2.38m","Levante UD","£280k",2008,"Bolton Wanderers","Arrivals"
"Ebi Smolarek","27","Centre Forward","£2.80m","Racing","Loan",2008,"Bolton Wanderers","Arrivals"
"Nicky Hunt","25","Right-Back","£1.26m","Birmingham","End of loan",2008,"Bolton Wanderers","Arrivals"
"Rob Lainton","18","Keeper","-","Bolton W. U18","-",2008,"Bolton Wanderers","Arrivals"
"Tope Obadeyi","18","Left Wing","-","Bolton W. U18","-",2008,"Bolton Wanderers","Arrivals"
"Ádám Bogdán","20","Keeper","-","Bolton U21","-",2008,"Bolton Wanderers","Arrivals"
"Jaroslaw Fojut","21","Centre Back","£140k","Stockport","End of loan",2008,"Bolton Wanderers","Arrivals"
"Sam Sheridan","18","Central Midfield","-","Bolton W. U18","-",2008,"Bolton Wanderers","Arrivals"
"Kevin Nolan","26","Attacking Midfield","£4.55m","Newcastle","£3.15m",2008,"Bolton Wanderers","Departures"
"El-Hadji Diouf","27","Centre Forward","£3.15m","Sunderland","£2.24m",2008,"Bolton Wanderers","Departures"
"Abdoulaye Méïté","27","Centre Back","£2.45m","West Brom","£1.82m",2008,"Bolton Wanderers","Departures"
"Heidar Helguson","31","Centre Forward","£700k","QPR","£315k",2008,"Bolton Wanderers","Departures"
"Jaroslaw Fojut","21","Centre Back","£140k","Slask Wroclaw","£88k",2008,"Bolton Wanderers","Departures"
"Andranik Teymourian","25","Defensive Midfield","£350k","Fulham FC","Free transfer",2008,"Bolton Wanderers","Departures"
"Nicky Hunt","25","Right-Back","£1.26m","Birmingham","Loan",2008,"Bolton Wanderers","Departures"
"Stelios Giannakopoulos","33","Right Midfield","£1.75m","Hull City","Free transfer",2008,"Bolton Wanderers","Departures"
"Blerim Dzemaili","22","Central Midfield","£700k","Torino","Loan",2008,"Bolton Wanderers","Departures"
"Daniel Braaten","26","Right Wing","£700k","Toulouse","Free transfer",2008,"Bolton Wanderers","Departures"
"Gary Speed †","38","Left Midfield","£455k","Sheffield Utd.","Free transfer",2008,"Bolton Wanderers","Departures"
"Jaroslaw Fojut","20","Centre Back","£140k","Stockport","Loan",2008,"Bolton Wanderers","Departures"
"Iván Campo","34","Defensive Midfield","£1.58m","Ipswich","Free transfer",2008,"Bolton Wanderers","Departures"
"Ian Walker","37","Keeper","£210k","End of career","-",2008,"Bolton Wanderers","Departures"
"Michael Burns","19","Central Midfield","-","Unattached","-",2008,"Bolton Wanderers","Departures"
"Mikel Alonso","28","Defensive Midfield","£1.75m","Real Sociedad","End of loan",2008,"Bolton Wanderers","Departures"
"Andy Johnson","27","Centre Forward","£7.00m","Everton","£9.31m",2008,"Fulham FC","Arrivals"
"Bobby Zamora","27","Centre Forward","£2.10m","West Ham","£2.87m",2008,"Fulham FC","Arrivals"
"John Paintsil","27","Right-Back","£1.05m","West Ham","£2.66m",2008,"Fulham FC","Arrivals"
"Fredrik Stoor","24","Right-Back","£595k","Rosenborg BK","£2.10m",2008,"Fulham FC","Arrivals"
"Dickson Etuhu","26","Defensive Midfield","£1.40m","Sunderland","£1.30m",2008,"Fulham FC","Arrivals"
"David Stockdale","22","Keeper","£70k","Darlington","£280k",2008,"Fulham FC","Arrivals"
"Julian Gray","28","Left Wing","£630k","Coventry City","£280k",2008,"Fulham FC","Arrivals"
"Zoltán Gera","29","Attacking Midfield","£2.45m","West Brom","Free transfer",2008,"Fulham FC","Arrivals"
"Pascal Zuberbühler","37","Keeper","£280k","Neuchâtel Xamax","Free transfer",2008,"Fulham FC","Arrivals"
"Giles Barnes","20","Centre Forward","£1.40m","Derby","Loan",2008,"Fulham FC","Arrivals"
"Andranik Teymourian","25","Defensive Midfield","£350k","Bolton","Free transfer",2008,"Fulham FC","Arrivals"
"Mark Schwarzer","35","Keeper","£2.63m","Middlesbrough","Free transfer",2008,"Fulham FC","Arrivals"
"Olivier Dacourt","34","Defensive Midfield","£1.40m","Inter","Loan",2008,"Fulham FC","Arrivals"
"David Stockdale","23","Keeper","£70k","Rotherham","End of loan",2008,"Fulham FC","Arrivals"
"Elliot Omozusi","19","Right-Back","£700k","Norwich","End of loan",2008,"Fulham FC","Arrivals"
"Andranik Teymourian","26","Defensive Midfield","£490k","Barnsley FC","End of loan",2008,"Fulham FC","Arrivals"
"Troy Brown","17","Centre Back","-","Fulham FC U18","-",2008,"Fulham FC","Arrivals"
"TJ Moncur","21","Centre Back","-","Bradford City","End of loan",2008,"Fulham FC","Arrivals"
"Collins John","23","Centre Forward","£1.05m","NEC","End of loan",2008,"Fulham FC","Arrivals"
"Joe Anderson","18","Left-Back","-","Fulham FC U18","-",2008,"Fulham FC","Arrivals"
"Adam Watts","21","Defence","£35k","Northampt. Town","End of loan",2008,"Fulham FC","Arrivals"
"Chris Smalling","19","Centre Back","-","Fulham FC U21","-",2008,"Fulham FC","Arrivals"
"Adrian Leijer","23","Centre Back","£350k","Norwich","End of loan",2008,"Fulham FC","Arrivals"
"Eddie Johnson","25","Centre Forward","£1.05m","Cardiff","End of loan",2008,"Fulham FC","Arrivals"
"Michael Uwezu","17","Centre Forward","-","Fulham FC U18","-",2008,"Fulham FC","Arrivals"
"Hameur Bouazza","23","Left Wing","£2.45m","Charlton","End of loan",2008,"Fulham FC","Arrivals"
"Hameur Bouazza","24","Left Wing","£1.05m","Birmingham","End of loan",2008,"Fulham FC","Arrivals"
"Wes Foderingham","17","Keeper","-","Fulham FC U18","-",2008,"Fulham FC","Arrivals"
